Group,Code,Name,Year,Antigen,Antigen_description,Coverage_category,Coverage_category_description,Target_number,Dodge,Coverage
Countries,USA,United States,2014,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12345511.0,11148137,90.3
Countries,USA,United States,2014,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,11778544.0,10752573,91.29
Countries,USA,United States,2014,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,12147205.0,11487583,94.57
Countries,USA,United States,2014,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,12204892.0,11664742,95.57
Countries,USA,United States,2014,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,11860806.0,9753694,82.23
Countries,USA,United States,2015,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12402701.0,12278673,99.0
Countries,USA,United States,2015,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12426004.0,10581502,85.16
Countries,USA,United States,2015,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12488669.0,11583826,92.75
Countries,USA,United States,2015,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12067439.0,10637234,88.15
Countries,USA,United States,2015,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,12283389.0,11885086,96.76
Countries,USA,United States,2015,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12195166.0,10650037,87.33
Countries,USA,United States,2015,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12469570.0,11851589,95.04
Countries,USA,United States,2015,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,12655096.0,11199442,88.5
Countries,USA,United States,2015,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12491526.0,11974450,95.86
Countries,USA,United States,2015,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,12539891.0,10529893,83.97
Countries,USA,United States,2016,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,12335002.0,12211651,99.0
Countries,USA,United States,2016,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,12128068.0,9903076,81.65
Countries,USA,United States,2016,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,12874884.0,12675835,98.45
Countries,USA,United States,2016,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12224488.0,10967033,89.71
Countries,USA,United States,2016,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,12288042.0,12165161,99.0
Countries,USA,United States,2016,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12310842.0,11779685,95.69
Countries,USA,United States,2016,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12469109.0,11515604,92.35
Countries,USA,United States,2016,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,12311010.0,10668505,86.66
Countries,USA,United States,2016,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,12394029.0,11604033,93.63
Countries,USA,United States,2016,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,12875003.0,10701647,83.12
Countries,USA,United States,2017,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12292294.0,12169371,99.0
Countries,USA,United States,2017,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12317862.0,10969059,89.05
Countries,USA,United States,2017,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12909322.0,12780228,99.0
Countries,USA,United States,2017,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12755720.0,11227670,88.02
Countries,USA,United States,2017,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,12458912.0,12334322,99.0
Countries,USA,United States,2017,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12484687.0,11561868,92.61
Countries,USA,United States,2017,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13063013.0,11655017,89.22
Countries,USA,United States,2017,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,12599624.0,11431963,90.73
Countries,USA,United States,2017,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12640587.0,12122208,95.9
Countries,USA,United States,2017,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,12535447.0,11691652,93.27
Countries,USA,United States,2018,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13211068.0,12868212,97.4
Countries,USA,United States,2018,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,12273700.0,9710943,79.12
Countries,USA,United States,2018,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,12685646.0,12558789,99.0
Countries,USA,United States,2018,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12526988.0,11266206,89.94
Countries,USA,United States,2018,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,12296472.0,12157296,98.87
Countries,USA,United States,2018,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12421259.0,12297046,99.0
Countries,USA,United States,2018,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12417961.0,11606806,93.47
Countries,USA,United States,2018,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,12541328.0,11835122,94.37
Countries,USA,United States,2018,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,12948460.0,12525721,96.74
Countries,USA,United States,2018,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,12508627.0,10390027,83.06
Countries,USA,United States,2019,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12332283.0,12208960,99.0
Countries,USA,United States,2019,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12737435.0,11477753,90.11
Countries,USA,United States,2019,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12535568.0,12410212,99.0
Countries,USA,United States,2019,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12572418.0,10906730,86.8%
Countries,USA,United States,2019,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,12807418.0,12679343,99.0
Countries,USA,United States,2019,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12798438.0,12670453,99.0
Countries,USA,United States,2019,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13426548.0,11921720,88.79
Countries,USA,United States,2019,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,12534048.0,12408707,99.0
Countries,USA,United States,2019,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12484588.0,10904059,87.34
Countries,USA,United States,2019,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,12645424.0,10996261,86.96
Countries,USA,United States,2020,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,12606813.0,11613438,92.1%
Countries,USA,United States,2020,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,12658599.0,10336957,81.66
Countries,USA,United States,2020,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,12813868.0,12644242,98.68
Countries,USA,United States,2020,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12836376.0,10957515,85.36
Countries,USA,United States,2020,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,12932816.0,12179605,94.18
Countries,USA,United States,2020,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12632633.0,10789388,85.41
Countries,USA,United States,2020,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12943896.0,11164247,86.25
Countries,USA,United States,2020,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,12783450.0,11906597,93.1%
Countries,USA,United States,2020,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,12770011.0,11531792,90.3%
Countries,USA,United States,2020,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,13006269.0,10231028,78.66
Countries,USA,United States,2021,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12481288.0,12304536,98.58
Countries,USA,United States,2021,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12765830.0,10331605,80.9%
Countries,USA,United States,2021,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13179755.0,12530125,95.07
Countries,USA,United States,2021,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13036428.0,10475498,80.36
Countries,USA,United States,2021,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,12781348.0,12527825,98.02
Countries,USA,United States,2021,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13366812.0,11795821,88.25
Countries,USA,United States,2021,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12882680.0,11349415,88.1
Countries,USA,United States,2021,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,13092172.0,11562103,88.3%
Countries,USA,United States,2021,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12910742.0,11964907,92.67
Countries,USA,United States,2021,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,12946995.0,11243857,86.85
Countries,USA,United States,2022,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13208569.0,13076483,99.0
Countries,USA,United States,2022,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,13094987.0,11930573,91.11
Countries,USA,United States,2022,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13399037.0,13265046,99.0
Countries,USA,United States,2022,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13238592.0,12298331,92.9
Countries,USA,United States,2022,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,13438995.0,13304605,99.0
Countries,USA,United States,2022,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12926168.0,12426413,96.13
Countries,USA,United States,2022,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,12460625.0,12336018,99.0%
Countries,USA,United States,2022,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,12978546.0,12848760,99.0
Countries,USA,United States,2022,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13387821.0,13253942,99.0
Countries,USA,United States,2022,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,12930215.0,11325754,87.59
Countries,USA,United States,2023,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13612334.0,13476210,99.0
Countries,USA,United States,2023,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13065100.0,12708406,97.27
Countries,USA,United States,2023,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13451532.0,13317016,99.0
Countries,USA,United States,2023,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13263975.0,12110405,91.3
Countries,USA,United States,2023,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,12942461.0,12813036,99.0%
Countries,USA,United States,2023,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12887817.0,12406684,96.27
Countries,USA,United States,2023,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,12973036.0,12793847,98.62
Countries,USA,United States,2023,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,13405071.0,12969556,96.75
Countries,USA,United States,2023,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,12926868.0,12797599,99.0
Countries,USA,United States,2023,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,13185667.0,12082240,91.63
Countries,USA,United States,2024,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13593200.0,13457268,99.0
Countries,USA,United States,2024,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,13401400.0,12815516,95.63
Countries,USA,United States,2024,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13731360.0,13594046,99.0
Countries,USA,United States,2024,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13265554.0,11829033,89.17
Countries,USA,United States,2024,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,13636089.0,13499728,99.0
Countries,USA,United States,2024,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13516651.0,12671652,93.75
Countries,USA,United States,2024,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13513950.0,13317835,98.5%
Countries,USA,United States,2024,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,12806114.0,12678052,99.0
Countries,USA,United States,2024,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13160765.0,12424559,94.41
Countries,USA,United States,2024,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,13353064.0,12020671,90.02
Countries,BRA,Brazil,2010,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,10720347.0,8305571,77.47
Countries,BRA,Brazil,2010,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,11354274.0,7327330,64.53
Countries,BRA,Brazil,2010,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,10792146.0,8448595,78.28
Countries,BRA,Brazil,2010,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,10643445.0,7648912,71.87
Countries,BRA,Brazil,2010,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,10767508.0,9196064,85.41
Countries,BRA,Brazil,2010,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,10853561.0,8588781,79.13
Countries,BRA,Brazil,2010,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,11149176.0,8635197,77.45
Countries,BRA,Brazil,2010,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,10986907.0,8125423,73.96
Countries,BRA,Brazil,2010,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,10645201.0,8604039,80.83
Countries,BRA,Brazil,2010,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,10857730.0,7009137,64.55
Countries,BRA,Brazil,2011,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,11081876.0,8584791,77.47
Countries,BRA,Brazil,2011,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,10722444.0,7835022,73.07
Countries,BRA,Brazil,2011,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,11293304.0,9911543,87.76
Countries,BRA,Brazil,2011,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,11309951.0,8151001,72.07
Countries,BRA,Brazil,2011,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,10906082.0,9123582,83.66
Countries,BRA,Brazil,2011,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,10800402.0,8461228,78.34
Countries,BRA,Brazil,2011,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,11028407.0,8463125,76.74
Countries,BRA,Brazil,2011,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,11125187.0,8820904,79.29
Countries,BRA,Brazil,2011,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,11667820.0,8336282,71.45
Countries,BRA,Brazil,2011,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,11167051.0,7539474,67.52
Countries,BRA,Brazil,2012,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,10993471.0,9516827,86.57
Countries,BRA,Brazil,2012,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,10935294.0,8039109,73.52
Countries,BRA,Brazil,2012,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,11572983.0,9893962,85.49
Countries,BRA,Brazil,2012,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,11150289.0,7808411,70.03
Countries,BRA,Brazil,2012,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,11281494.0,9231836,81.83
Countries,BRA,Brazil,2012,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,11200318.0,8612966,76.9
Countries,BRA,Brazil,2012,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,11080445.0,9209844,83.12
Countries,BRA,Brazil,2012,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,11213183.0,9147200,81.58
Countries,BRA,Brazil,2012,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,11259996.0,9375547,83.26
Countries,BRA,Brazil,2012,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,11078475.0,8432286,76.11
Countries,BRA,Brazil,2013,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,10885822.0,8918418,81.93
Countries,BRA,Brazil,2013,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,11178447.0,7485697,66.97
Countries,BRA,Brazil,2013,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,11091857.0,9649242,86.99
Countries,BRA,Brazil,2013,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,11095595.0,7159783,64.53
Countries,BRA,Brazil,2013,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,11240370.0,9532974,84.81
